Timestamp,Transformer_Load,Billed_Load,Loss
01-01-2024 00:00,4.765878775,4.765878775,0.0
01-01-2024 00:30,3.6290455809999997,3.6290455809999997,0.0
01-01-2024 01:00,4.748779717,4.748779717,0.0
01-01-2024 01:30,6.128931373,6.128931373,0.0
01-01-2024 02:00,3.39148487,3.39148487,0.0
01-01-2024 02:30,3.309514486,3.309514486,0.0
01-01-2024 03:00,6.5663997510000005,6.5663997510000005,0.0
01-01-2024 03:30,4.892462837,4.892462837,0.0
01-01-2024 04:00,3.058924489,2.74515297,0.3137715189999999
01-01-2024 04:30,4.509439617,4.509439617,0.0
01-01-2024 05:00,3.132865857,3.132865857,0.0
01-01-2024 05:30,2.890186666,2.890186666,0.0
01-01-2024 06:00,4.320484998,3.917597774,0.40288722400000054
01-01-2024 06:30,0.549912792,0.549912792,0.0
01-01-2024 07:00,0.829189835,0.829189835,0.0
01-01-2024 07:30,2.863315341,2.863315341,0.0
01-01-2024 08:00,2.050855808,2.050855808,0.0
01-01-2024 08:30,4.386100427,3.926972138,0.4591282889999997
01-01-2024 09:00,2.309760682,2.309760682,0.0
01-01-2024 09:30,1.376876077,1.221285821,0.15559025599999998
01-01-2024 10:00,6.293672896,6.293672896,0.0
01-01-2024 10:30,3.492400826,3.492400826,0.0
01-01-2024 11:00,3.869860138,3.869860138,0.0
01-01-2024 11:30,1.375131786,1.229959967,0.14517181899999998
01-01-2024 12:00,2.82110947,2.82110947,0.0
01-01-2024 12:30,4.034505023,4.034505023,0.0
01-01-2024 13:00,1.76731181,1.596743283,0.17056852700000014
01-01-2024 13:30,4.741180685,4.741180685,0.0
01-01-2024 14:00,2.618334119,2.618334119,0.0
01-01-2024 14:30,3.244347301,2.9363026850000002,0.30804461599999966
01-01-2024 15:00,2.753181944,2.753181944,0.0
01-01-2024 15:30,6.753352281,6.753352281,0.0
01-01-2024 16:00,3.77770832,3.77770832,0.0
01-01-2024 16:30,1.979343768,1.787022069,0.19232169899999985
01-01-2024 17:00,5.117658629,5.117658629,0.0
01-01-2024 17:30,1.71387338,1.71387338,0.0
01-01-2024 18:00,3.997926539,3.997926539,0.0
01-01-2024 18:30,0.490365108,0.490365108,0.0
01-01-2024 19:00,1.467299407,1.467299407,0.0
01-01-2024 19:30,4.072693176,4.072693176,0.0
01-01-2024 20:00,5.056208573,5.056208573,0.0
01-01-2024 20:30,3.932473956,3.932473956,0.0
